annotation_text	cl_id	cl_label	article_id_doi	dataset_name	enrichment	grounding_cl_id	grounding_cl_label	result
dATL	CL:1001107	kidney loop of Henle thin ascending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'dATL', 'full_name': 'ascending thin limb', 'paper_synonyms': 'ATL', 'tissue_context': ''}	CL:1001107	kidney loop of Henle thin ascending limb epithelial cell	TRUE
dC-IC-A	CL:1001432	kidney collecting duct intercalated cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'dC-IC-A', 'full_name': 'degenerative cortical intercalated cell A', 'paper_synonyms': 'intercalated cells (IC)', 'tissue_context': ''}	CL:0005011	renal alpha-intercalated cell	FALSE
dC-TAL	CL:1001106	kidney loop of Henle thick ascending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'dC-TAL', 'full_name': 'degenerative cortical thick ascending limb cell', 'paper_synonyms': None, 'tissue_context': ''}	CL:1001109	kidney loop of Henle cortical thick ascending limb epithelial cell	FALSE
dCNT	CL:1000768	kidney connecting tubule epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'dCNT', 'full_name': 'degenerative connecting tubule cell', 'paper_synonyms': 'connecting tubules (CNT)', 'tissue_context': ''}	CL:1000768	kidney connecting tubule epithelial cell	TRUE
dDCT	CL:1000849	kidney distal convoluted tubule epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'dDCT', 'full_name': 'degenerative distal convoluted tubule cells', 'paper_synonyms': None, 'tissue_context': ''}	CL:1000849	kidney distal convoluted tubule epithelial cell	TRUE
dDTL3	CL:1001111	kidney loop of Henle thin descending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'dDTL3', 'full_name': 'degenerative descending thin limb 3', 'paper_synonyms': 'DTL3; DTL; descending thin limb', 'tissue_context': ''}	CL:1001111	kidney loop of Henle thin descending limb epithelial cell	TRUE
dEC	CL:0000115	endothelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'dEC', 'full_name': 'degenerative endothelial cell', 'paper_synonyms': 'EC', 'tissue_context': ''}	CL:0000115	endothelial cell	TRUE
dEC-PTC	CL:0000115	endothelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'dEC-PTC', 'full_name': 'degenerative endothelial cell', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000115	endothelial cell	TRUE
dFIB	CL:1000692	kidney interstitial fibroblast	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'dFIB', 'full_name': 'degenerative fibroblast', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000057	fibroblast	FALSE
dIMCD	CL:1001431	kidney collecting duct principal cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'dIMCD', 'full_name': 'degenerative inner medullary collecting duct cell', 'paper_synonyms': None, 'tissue_context': ''}	CL:1000547	kidney inner medulla collecting duct epithelial cell	FALSE
dM-FIB	CL:1000692	kidney interstitial fibroblast	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'dM-FIB', 'full_name': 'degenerative medullary fibroblast', 'paper_synonyms': 'FIB', 'tissue_context': ''}	CL:4030022	renal medullary fibroblast	FALSE
dM-PC	CL:1001431	kidney collecting duct principal cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'dM-PC', 'full_name': 'degenerative medullary principal cell', 'paper_synonyms': 'degenerative medullary principal cells (dM-PCs)', 'tissue_context': ''}	CL:1001431	kidney collecting duct principal cell	TRUE
dM-TAL	CL:1001106	kidney loop of Henle thick ascending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'dM-TAL', 'full_name': 'degenerative medullary thick ascending limb cell', 'paper_synonyms': '', 'tissue_context': ''}	CL:1001108	kidney loop of Henle medullary thick ascending limb epithelial cell	FALSE
dOMCD-PC	CL:1001431	kidney collecting duct principal cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'dOMCD-PC', 'full_name': 'degenerative outer medullary collecting duct principal cell', 'paper_synonyms': 'OMCD; outer medullary collecting duct; PC; principal cells', 'tissue_context': ''}	CL:1000716	kidney outer medulla collecting duct principal cell	FALSE
dPOD	CL:0000653	podocyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'dPOD', 'full_name': 'degenerative podocyte', 'paper_synonyms': 'PODs', 'tissue_context': ''}	CL:0000653	podocyte	TRUE
dPT	CL:0002306	epithelial cell of proximal tubule	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'dPT', 'full_name': 'degenerative proximal tubule', 'paper_synonyms': '', 'tissue_context': ''}	CL:0002306	epithelial cell of proximal tubule	TRUE
dVSMC	CL:1001318	renal interstitial pericyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'dVSMC', 'full_name': 'vascular smooth muscle cell', 'paper_synonyms': 'VSMC; VSM/P', 'tissue_context': ''}	CL:0000359	vascular associated smooth muscle cell	FALSE
endothelial cells	CL:0000115	endothelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'endothelial cells', 'full_name': 'endothelial cells', 'paper_synonyms': 'EC; endothelium', 'tissue_context': ''}	CL:0000115	endothelial cell	TRUE
epithelial cells	CL:0002306	epithelial cell of proximal tubule	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'epithelial cells', 'full_name': 'epithelial cells', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000066	epithelial cell	FALSE
epithelial cells	CL:1001106	kidney loop of Henle thick ascending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'epithelial cells', 'full_name': 'epithelial cells', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000066	epithelial cell	FALSE
epithelial cells	CL:1001432	kidney collecting duct intercalated cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'epithelial cells', 'full_name': 'epithelial cells', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000066	epithelial cell	FALSE
epithelial cells	CL:1001111	kidney loop of Henle thin descending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'epithelial cells', 'full_name': 'epithelial cells', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000066	epithelial cell	FALSE
epithelial cells	CL:0000653	podocyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'epithelial cells', 'full_name': 'epithelial cells', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000066	epithelial cell	FALSE
epithelial cells	CL:1001107	kidney loop of Henle thin ascending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'epithelial cells', 'full_name': 'epithelial cells', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000066	epithelial cell	FALSE
epithelial cells	CL:1001431	kidney collecting duct principal cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'epithelial cells', 'full_name': 'epithelial cells', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000066	epithelial cell	FALSE
epithelial cells	CL:1000768	kidney connecting tubule epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'epithelial cells', 'full_name': 'epithelial cells', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000066	epithelial cell	FALSE
epithelial cells	CL:1000849	kidney distal convoluted tubule epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'epithelial cells', 'full_name': 'epithelial cells', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000066	epithelial cell	FALSE
epithelial cells	CL:1000452	parietal epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'epithelial cells', 'full_name': 'epithelial cells', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000066	epithelial cell	FALSE
epithelial cells	CL:1000597	papillary tips cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'epithelial cells', 'full_name': 'epithelial cells', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000066	epithelial cell	FALSE
immune cells	CL:0000542	lymphocyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'immune cells', 'full_name': 'immune cells', 'paper_synonyms': 'leukocytes', 'tissue_context': ''}	CL:0000738	leukocyte	FALSE
immune cells	CL:1000695	kidney interstitial alternatively activated macrophage	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'immune cells', 'full_name': 'immune cells', 'paper_synonyms': 'leukocytes', 'tissue_context': ''}	CL:0000738	leukocyte	FALSE
immune cells	CL:0000775	neutrophil	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'immune cells', 'full_name': 'immune cells', 'paper_synonyms': 'leukocytes', 'tissue_context': ''}	CL:0000738	leukocyte	FALSE
immune cells	CL:0000113	mononuclear phagocyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'immune cells', 'full_name': 'immune cells', 'paper_synonyms': 'leukocytes', 'tissue_context': ''}	CL:0000738	leukocyte	FALSE
immune cells	CL:0000084	T cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'immune cells', 'full_name': 'immune cells', 'paper_synonyms': 'leukocytes', 'tissue_context': ''}	CL:0000738	leukocyte	FALSE
immune cells	CL:0000786	plasma cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'immune cells', 'full_name': 'immune cells', 'paper_synonyms': 'leukocytes', 'tissue_context': ''}	CL:0000738	leukocyte	FALSE
immune cells	CL:0000875	non-classical monocyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'immune cells', 'full_name': 'immune cells', 'paper_synonyms': 'leukocytes', 'tissue_context': ''}	CL:0000738	leukocyte	FALSE
immune cells	CL:0000990	conventional dendritic cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'immune cells', 'full_name': 'immune cells', 'paper_synonyms': 'leukocytes', 'tissue_context': ''}	CL:0000738	leukocyte	FALSE
immune cells	CL:0000097	mast cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'immune cells', 'full_name': 'immune cells', 'paper_synonyms': 'leukocytes', 'tissue_context': ''}	CL:0000738	leukocyte	FALSE
immune cells	CL:0000236	B cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'immune cells', 'full_name': 'immune cells', 'paper_synonyms': 'leukocytes', 'tissue_context': ''}	CL:0000738	leukocyte	FALSE
immune cells	CL:0001058	plasmacytoid dendritic cell, human	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'immune cells', 'full_name': 'immune cells', 'paper_synonyms': 'leukocytes', 'tissue_context': ''}	CL:0000738	leukocyte	FALSE
ncMON	CL:0000875	non-classical monocyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'ncMON', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000875	non-classical monocyte	TRUE
neural cells	CL:0002319	neural cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'neural cells', 'full_name': 'neural cells', 'paper_synonyms': 'NEU; SCI/NEU; Schwann/neuronal', 'tissue_context': ''}	CL:0002319	neural cell	TRUE
pDC	CL:0001058	plasmacytoid dendritic cell, human	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'pDC', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000784	plasmacytoid dendritic cell	FALSE
stroma cells	CL:1000692	kidney interstitial fibroblast	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'stroma cells', 'full_name': 'stromal cells', 'paper_synonyms': 'STR; stroma', 'tissue_context': ''}	CL:0000499	stromal cell	FALSE
stroma cells	CL:1001318	renal interstitial pericyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'stroma cells', 'full_name': 'stromal cells', 'paper_synonyms': 'STR; stroma', 'tissue_context': ''}	CL:0000499	stromal cell	FALSE
tPC-IC	CL:1001432	kidney collecting duct intercalated cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'tPC-IC', 'full_name': 'transitioning principal and intercalated cells', 'paper_synonyms': '', 'tissue_context': ''}	CL:1001225	kidney collecting duct cell	FALSE
